Wire:1, Value:Z 
Wire:4475_2, Value:U 
Wire:4479_1, Value:U 
Wire:4479_2, Value:U 
Wire:4493_1, Value:U 
Wire:4493_2, Value:U 
Wire:4545, Value:U 
Wire:4549, Value:U 
Wire:4552, Value:U 
Wire:4555, Value:U 
Wire:4558, Value:U 
Wire:4559, Value:U 
Wire:4562, Value:U 
Wire:4563, Value:U 
Wire:4564, Value:U 
Wire:4568, Value:U 
Wire:4569, Value:U 
Wire:4572, Value:U 
Wire:4573, Value:U 
Wire:4576, Value:U 
Wire:4581, Value:U 
Wire:4584, Value:U 
Wire:4498_1, Value:U 
Wire:4498_2, Value:U 
Wire:4503_1, Value:U 
Wire:4503_2, Value:U 
Wire:4531_1, Value:U 
Wire:4531_2, Value:U 
Wire:4534_1, Value:U 
Wire:4534_2, Value:U 
Wire:4537_1, Value:U 
Wire:4537_2, Value:U 
Wire:4540_1, Value:U 
Wire:4540_2, Value:U 
Wire:4587, Value:U 
Wire:4588, Value:U 
Wire:4589, Value:U 
Wire:4593, Value:U 
Wire:4596, Value:U 
Wire:4597, Value:U 
Wire:4599, Value:U 
Wire:4602, Value:U 
Wire:4603, Value:U 
Wire:4608, Value:U 
Wire:4613, Value:U 
Wire:4616, Value:U 
Wire:4619, Value:U 
Wire:4623, Value:U 
Wire:4549_1, Value:U 
Wire:4549_2, Value:U 
Wire:4559_1, Value:U 
Wire:4559_2, Value:U 
Wire:4564_1, Value:U 
Wire:4564_2, Value:U 
Wire:4564_3, Value:U 
Wire:4569_1, Value:U 
Wire:4569_2, Value:U 
Wire:4576_1, Value:U 
Wire:4576_2, Value:U 
Wire:4581_1, Value:U 
Wire:4581_2, Value:U 
Wire:4584_1, Value:U 
Wire:4584_2, Value:U 
Wire:4628, Value:U 
Wire:4629, Value:U 
Wire:4630, Value:U 
Wire:4635, Value:U 
Wire:4636, Value:U 
Wire:4640, Value:U 
Wire:4641, Value:U 
Wire:4642, Value:U 
Wire:4643, Value:U 
Wire:4644, Value:U 
Wire:4647, Value:U 
Wire:4650, Value:U 
Wire:4656, Value:U 
Wire:4659, Value:U 
Wire:4664, Value:U 
Wire:4593_1, Value:U 
Wire:4593_2, Value:U 
Wire:4599_1, Value:U 
Wire:4599_2, Value:U 
Wire:4613_1, Value:U 
Wire:4613_2, Value:U 
Wire:4616_1, Value:U 
Wire:4616_2, Value:U 
Wire:4619_1, Value:U 
Wire:4619_2, Value:U 
Wire:4623_1, Value:U 
Wire:4623_2, Value:U 
Wire:4667, Value:U 
Wire:4668, Value:U 
Wire:4669, Value:U 
Wire:4670, Value:U 
Wire:4673, Value:U 
Wire:4674, Value:U 
Wire:4675, Value:U 
Wire:4676, Value:U 
Wire:4677, Value:U 
Wire:4678, Value:U 
Wire:4679, Value:U 
Wire:4687, Value:U 
Wire:4688, Value:U 
Wire:4691, Value:U 
Wire:4694, Value:U 
Wire:4697, Value:U 
Wire:4700, Value:U 
Wire:4644_1, Value:U 
Wire:4644_2, Value:U 
Wire:4647_1, Value:U 
Wire:4647_2, Value:U 
Wire:4650_1, Value:U 
Wire:4650_2, Value:U 
Wire:4656_1, Value:U 
Wire:4656_2, Value:U 
Wire:4659_1, Value:U 
Wire:4659_2, Value:U 
Wire:4664_1, Value:U 
Wire:4664_2, Value:U 
Wire:4704, Value:U 
Wire:4705, Value:U 
Wire:4706, Value:U 
Wire:4707, Value:U 
Wire:4708, Value:U 
Wire:4711, Value:U 
Wire:4716, Value:U 
Wire:4717, Value:U 
Wire:4721, Value:U 
Wire:4722, Value:U 
Wire:4726, Value:U 
Wire:4727, Value:U 
Wire:4730, Value:U 
Wire:4733, Value:U 
Wire:4691_1, Value:U 
Wire:4691_2, Value:U 
Wire:4694_1, Value:U 
Wire:4694_2, Value:U 
Wire:4697_1, Value:U 
Wire:4697_2, Value:U 
Wire:4700_1, Value:U 
Wire:4700_2, Value:U 
Wire:4740, Value:U 
Wire:4743, Value:U 
Wire:4747, Value:U 
Wire:4748, Value:U 
Wire:4749, Value:U 
Wire:4750, Value:U 
Wire:4753, Value:U 
Wire:4754, Value:U 
Wire:4755, Value:U 
Wire:4756, Value:U 
Wire:4757, Value:U 
Wire:4769, Value:U 
Wire:4772, Value:U 
Wire:4775, Value:U 
Wire:4711_1, Value:U 
Wire:4711_2, Value:U 
Wire:4717_1, Value:U 
Wire:4717_2, Value:U 
Wire:4717_3, Value:U 
Wire:4722_1, Value:U 
Wire:4722_2, Value:U 
Wire:4722_3, Value:U 
Wire:4727_1, Value:U 
Wire:4727_2, Value:U 
Wire:4730_1, Value:U 
Wire:4730_2, Value:U 
Wire:4778, Value:U 
Wire:4786, Value:U 
Wire:4787, Value:U 
Wire:4788, Value:U 
Wire:4789, Value:U 
Wire:4794, Value:U 
Wire:4797, Value:U 
Wire:4800, Value:U 
Wire:4805, Value:U 
Wire:4808, Value:U 
Wire:4812, Value:U 
Wire:4740_1, Value:U 
Wire:4740_2, Value:U 
Wire:4743_1, Value:U 
Wire:4743_2, Value:U 
Wire:4743_3, Value:U 
Wire:4757_1, Value:U 
Wire:4757_2, Value:U 
Wire:4757_3, Value:U 
Wire:4769_1, Value:U 
Wire:4769_2, Value:U 
Wire:4772_1, Value:U 
Wire:4772_2, Value:U 
Wire:4775_1, Value:U 
Wire:4775_2, Value:U 
Wire:4815, Value:U 
Wire:4816, Value:U 
Wire:4817, Value:U 
Wire:4818, Value:U 
Wire:4822, Value:U 
Wire:4823, Value:U 
Wire:4826, Value:U 
Wire:4829, Value:U 
Wire:4830, Value:U 
Wire:4831, Value:U 
Wire:4838, Value:U 
Wire:4844, Value:U 
Wire:4847, Value:U 
Wire:4850, Value:U 
Wire:4854, Value:U 
Wire:4794_1, Value:U 
Wire:4794_2, Value:U 
Wire:4797_1, Value:U 
Wire:4797_2, Value:U 
Wire:4800_1, Value:U 
Wire:4800_2, Value:U 
Wire:4805_1, Value:U 
Wire:4805_2, Value:U 
Wire:4808_1, Value:U 
Wire:4808_2, Value:U 
Wire:4812_1, Value:U 
Wire:4812_2, Value:U 
Wire:4859, Value:U 
Wire:4860, Value:U 
Wire:4868, Value:U 
Wire:4870, Value:U 
Wire:4872, Value:U 
Wire:4873, Value:U 
Wire:4876, Value:U 
Wire:4880, Value:U 
Wire:4885, Value:U 
Wire:4889, Value:U 
Wire:4818_1, Value:U 
Wire:4818_2, Value:U 
Wire:4818_3, Value:U 
Wire:4823_1, Value:U 
Wire:4823_2, Value:U 
Wire:4831_1, Value:U 
Wire:4831_2, Value:U 
Wire:4838_1, Value:U 
Wire:4838_2, Value:U 
Wire:4844_1, Value:U 
Wire:4844_2, Value:U 
Wire:4847_1, Value:U 
Wire:4847_2, Value:U 
Wire:4850_1, Value:U 
Wire:4850_2, Value:U 
Wire:4854_1, Value:U 
Wire:4854_2, Value:U 
Wire:4895, Value:U 
Wire:4896, Value:U 
Wire:4897, Value:U 
Wire:4898, Value:U 
Wire:4899, Value:U 
Wire:4900, Value:U 
Wire:4901, Value:U 
Wire:4902, Value:U 
Wire:4904, Value:U 
Wire:4905, Value:U 
Wire:4906, Value:U 
Wire:4907, Value:U 
Wire:4913, Value:U 
Wire:4916, Value:U 
Wire:4876_1, Value:U 
Wire:4876_2, Value:U 
Wire:4876_3, Value:U 
Wire:4880_1, Value:U 
Wire:4880_2, Value:U 
Wire:4889_1, Value:U 
Wire:4889_2, Value:U 
Wire:4920, Value:U 
Wire:4921, Value:U 
Wire:4924, Value:U 
Wire:4925, Value:U 
Wire:4926, Value:U 
Wire:4928, Value:U 
Wire:4929, Value:U 
Wire:4930, Value:U 
Wire:4931, Value:U 
Wire:4937, Value:U 
Wire:4940, Value:U 
Wire:4907_1, Value:U 
Wire:4907_2, Value:U 
Wire:4913_1, Value:U 
Wire:4913_2, Value:U 
Wire:4916_1, Value:U 
Wire:4916_2, Value:U 
Wire:4944, Value:U 
Wire:4946, Value:U 
Wire:4949, Value:U 
Wire:4950, Value:U 
Wire:4951, Value:U 
Wire:4952, Value:U 
Wire:4953, Value:U 
Wire:4954, Value:U 
Wire:4957, Value:U 
Wire:4921_1, Value:U 
Wire:4921_2, Value:U 
Wire:4937_1, Value:U 
Wire:4937_2, Value:U 
Wire:4940_1, Value:U 
Wire:4940_2, Value:U 
Wire:4964, Value:U 
Wire:4965, Value:U 
Wire:4968, Value:U 
Wire:4969, Value:U 
Wire:4970, Value:U 
Wire:4973, Value:U 
Wire:4978, Value:U 
Wire:4979, Value:U 
Wire:4946_1, Value:U 
Wire:4946_2, Value:U 
Wire:4954_1, Value:U 
Wire:4954_2, Value:U 
Wire:4957_1, Value:U 
Wire:4957_2, Value:U 
Wire:4980, Value:U 
Wire:4981, Value:U 
Wire:4982, Value:U 
Wire:4983, Value:U 
Wire:4984, Value:U 
Wire:4985, Value:U 
Wire:4988, Value:U 
Wire:4991, Value:U 
Wire:4996, Value:U 
Wire:4999, Value:U 
Wire:4973_1, Value:U 
Wire:4973_2, Value:U 
Wire:5002, Value:U 
Wire:5007, Value:U 
Wire:5010, Value:U 
Wire:5013, Value:U 
Wire:5018, Value:U 
Wire:5021, Value:U 
Wire:4985_1, Value:U 
Wire:4985_2, Value:U 
Wire:4988_1, Value:U 
Wire:4988_2, Value:U 
Wire:4991_1, Value:U 
Wire:4991_2, Value:U 
Wire:4996_1, Value:U 
Wire:4996_2, Value:U 
Wire:4999_1, Value:U 
Wire:4999_2, Value:U 
Wire:5026, Value:U 
Wire:5029, Value:U 
Wire:5030, Value:U 
Wire:5039, Value:U 
Wire:5042, Value:U 
Wire:5010_1, Value:U 
Wire:5010_2, Value:U 
Wire:5013_1, Value:U 
Wire:5013_2, Value:U 
Wire:5018_1, Value:U 
Wire:5018_2, Value:U 
Wire:5021_1, Value:U 
Wire:5021_2, Value:U 
Wire:5045, Value:U 
Wire:5046, Value:U 
Wire:5047, Value:U 
Wire:5050, Value:U 
Wire:5055, Value:U 
Wire:5058, Value:U 
Wire:5061, Value:U 
Wire:5066, Value:U 
Wire:5070, Value:U 
Wire:5030_1, Value:U 
Wire:5030_2, Value:U 
Wire:5039_1, Value:U 
Wire:5039_2, Value:U 
Wire:5042_1, Value:U 
Wire:5042_2, Value:U 
Wire:5078, Value:U 
Wire:5080, Value:U 
Wire:5085, Value:U 
Wire:5094, Value:U 
Wire:5095, Value:U 
Wire:5097, Value:U 
Wire:5050_1, Value:U 
Wire:5050_2, Value:U 
Wire:5050_3, Value:U 
Wire:5050_4, Value:U 
Wire:5055_1, Value:U 
Wire:5055_2, Value:U 
Wire:5058_1, Value:U 
Wire:5058_2, Value:U 
Wire:5061_1, Value:U 
Wire:5061_2, Value:U 
Wire:5066_1, Value:U 
Wire:5066_2, Value:U 
Wire:5070_1, Value:U 
Wire:5070_2, Value:U 
Wire:5102, Value:U 
Wire:5103, Value:U 
Wire:5108, Value:U 
Wire:5109, Value:U 
Wire:5110, Value:U 
Wire:5111, Value:U 
Wire:5114, Value:U 
Wire:5117, Value:U 
Wire:5080_1, Value:U 
Wire:5080_2, Value:U 
Wire:5080_3, Value:U 
Wire:5080_4, Value:U 
Wire:5085_1, Value:U 
Wire:5085_2, Value:U 
Wire:5120, Value:U 
Wire:5121, Value:U 
Wire:5122, Value:U 
Wire:5125, Value:U 
Wire:5128, Value:U 
Wire:5133, Value:U 
Wire:5136, Value:0 
Wire:5139, Value:U 
Wire:5111_1, Value:U 
Wire:5111_2, Value:U 
Wire:5114_1, Value:U 
Wire:5114_2, Value:U 
Wire:5117_1, Value:U 
Wire:5117_2, Value:U 
Wire:5145, Value:U 
Wire:5151, Value:U 
Wire:5154, Value:U 
Wire:5159, Value:U 
Wire:5160, Value:U 
Wire:5163, Value:U 
Wire:5122_1, Value:U 
Wire:5122_2, Value:U 
Wire:5128_1, Value:U 
Wire:5128_2, Value:U 
Wire:5133_1, Value:U 
Wire:5133_2, Value:U 
Wire:5139_1, Value:U 
Wire:5139_2, Value:U 
Wire:5166, Value:U 
Wire:5173, Value:U 
Wire:5174, Value:U 
Wire:5177, Value:U 
Wire:5182, Value:U 
Wire:5183, Value:U 
Wire:5184, Value:U 
Wire:5188, Value:U 
Wire:5145_1, Value:U 
Wire:5145_2, Value:U 
Wire:5151_1, Value:U 
Wire:5151_2, Value:U 
Wire:5154_1, Value:U 
Wire:5154_2, Value:U 
Wire:5160_1, Value:U 
Wire:5160_2, Value:U 
Wire:5163_1, Value:U 
Wire:5163_2, Value:U 
Wire:5192, Value:U 
Wire:5193, Value:U 
Wire:5196, Value:U 
Wire:5197, Value:U 
Wire:5198, Value:U 
Wire:5199, Value:U 
Wire:5201, Value:U 
Wire:5203, Value:U 
Wire:5205, Value:U 
Wire:5209, Value:U 
Wire:5212, Value:U 
Wire:5174_1, Value:U 
Wire:5174_2, Value:U 
Wire:5177_1, Value:U 
Wire:5177_2, Value:U 
Wire:5184_1, Value:U 
Wire:5184_2, Value:U 
Wire:5188_1, Value:U 
Wire:5188_2, Value:U 
Wire:5215, Value:U 
Wire:5217, Value:U 
Wire:5219, Value:U 
Wire:5220, Value:U 
Wire:5221, Value:U 
Wire:5222, Value:U 
Wire:5223, Value:U 
Wire:5224, Value:U 
Wire:5225, Value:U 
Wire:5228, Value:U 
Wire:5205_1, Value:U 
Wire:5205_2, Value:U 
Wire:5209_1, Value:U 
Wire:5209_2, Value:U 
Wire:5231, Value:U 
Wire:5232, Value:U 
Wire:5233, Value:U 
Wire:5234, Value:U 
Wire:5235, Value:U 
Wire:5236, Value:U 
Wire:5240, Value:U 
Wire:5242, Value:U 
Wire:5243, Value:U 
Wire:5228_1, Value:U 
Wire:5228_2, Value:U 
Wire:5245, Value:U 
Wire:5246, Value:U 
Wire:5250, Value:U 
Wire:5253, Value:U 
Wire:5254, Value:U 
Wire:5257, Value:U 
Wire:5236_1, Value:U 
Wire:5236_2, Value:U 
Wire:5236_3, Value:U 
Wire:5258, Value:U 
Wire:5261, Value:U 
Wire:5266, Value:U 
Wire:5269, Value:U 
Wire:5250_1, Value:U 
Wire:5250_2, Value:U 
Wire:5254_1, Value:U 
Wire:5254_2, Value:U 
Wire:5277, Value:0 
Wire:5278, Value:U 
Wire:5279, Value:U 
Wire:5258_1, Value:U 
Wire:5258_2, Value:U 
Wire:5266_1, Value:U 
Wire:5266_2, Value:U 
Wire:5269_1, Value:U 
Wire:5269_2, Value:U 
Wire:5283, Value:U 
Wire:5284, Value:U 
Wire:5285, Value:U 
Wire:5286, Value:0 
Wire:5289, Value:U 
Wire:5292, Value:U 
Wire:5279_1, Value:U 
Wire:5279_2, Value:U 
Wire:5295, Value:U 
Wire:5298, Value:U 
Wire:5303, Value:U 
Wire:5306, Value:U 
Wire:5289_1, Value:U 
Wire:5289_2, Value:U 
Wire:5292_1, Value:U 
Wire:5292_2, Value:U 
Wire:5309, Value:U 
Wire:5312, Value:U 
Wire:5313, Value:U 
Wire:5298_1, Value:U 
Wire:5298_2, Value:U 
Wire:5303_1, Value:U 
Wire:5303_2, Value:U 
Wire:5306_1, Value:U 
Wire:5306_2, Value:U 
Wire:5322, Value:U 
Wire:5323, Value:U 
Wire:5324, Value:U 
Wire:5327, Value:U 
Wire:5309_1, Value:U 
Wire:5309_2, Value:U 
Wire:5332, Value:U 
Wire:5335, Value:U 
Wire:5324_1, Value:U 
Wire:5324_2, Value:U 
Wire:5327_1, Value:U 
Wire:5327_2, Value:U 
Wire:5340, Value:U 
Wire:5341, Value:U 
Wire:5344, Value:U 
Wire:5345, Value:U 
Wire:5332_1, Value:U 
Wire:5332_2, Value:U 
Wire:5335_1, Value:U 
Wire:5335_2, Value:U 
Wire:5348, Value:U 
Wire:5349, Value:U 
Wire:5350, Value:U 
Wire:5351, Value:U 
Wire:5352, Value:U 
Wire:5353, Value:U 
Wire:5354, Value:U 
Wire:5355, Value:U 
Wire:5356, Value:U 
Wire:5357, Value:U 
Wire:5358, Value:U 
Wire:5359, Value:U 
Wire:5360, Value:U 
Wire:5361, Value:U 
------------------
Output Gate:1713, Value:0 
Output Gate:1947, Value:Z 
Output Gate:3195, Value:U 
Output Gate:3833, Value:U 
Output Gate:3987, Value:Z 
Output Gate:4028, Value:U 
Output Gate:4145, Value:U 
Output Gate:4589, Value:U 
Output Gate:4667, Value:U 
Output Gate:4815, Value:U 
Output Gate:4944, Value:U 
Output Gate:5002, Value:U 
Output Gate:5045, Value:U 
Output Gate:5047, Value:U 
Output Gate:5078, Value:U 
Output Gate:5102, Value:U 
Output Gate:5120, Value:U 
Output Gate:5121, Value:U 
Output Gate:5192, Value:U 
Output Gate:5231, Value:U 
Output Gate:5360, Value:U 
Output Gate:5361, Value:U 
