Wire:1, Value:0, Discovered faults:['1_s-a-1'] 
Wire:8, Value:0, Discovered faults:['8_s-a-1'] 
Wire:15, Value:1, Discovered faults:['15_s-a-0'] 
Wire:22, Value:0, Discovered faults:['22_s-a-1'] 
Wire:29, Value:0, Discovered faults:['29_s-a-1'] 
Wire:36, Value:1, Discovered faults:['36_s-a-0'] 
Wire:43, Value:1, Discovered faults:['43_s-a-0'] 
Wire:50, Value:0, Discovered faults:['50_s-a-1'] 
Wire:57, Value:1, Discovered faults:['57_s-a-0'] 
Wire:64, Value:1, Discovered faults:['64_s-a-0'] 
Wire:71, Value:1, Discovered faults:['71_s-a-0'] 
Wire:78, Value:1, Discovered faults:['78_s-a-0'] 
Wire:85, Value:0, Discovered faults:['85_s-a-1'] 
Wire:92, Value:0, Discovered faults:['92_s-a-1'] 
Wire:99, Value:0, Discovered faults:['99_s-a-1'] 
Wire:106, Value:0, Discovered faults:['106_s-a-1'] 
Wire:113, Value:1, Discovered faults:['113_s-a-0'] 
Wire:120, Value:0, Discovered faults:['120_s-a-1'] 
Wire:127, Value:0, Discovered faults:['127_s-a-1'] 
Wire:134, Value:0, Discovered faults:['134_s-a-1'] 
Wire:141, Value:0, Discovered faults:['141_s-a-1'] 
Wire:148, Value:0, Discovered faults:['148_s-a-1'] 
Wire:155, Value:0, Discovered faults:['155_s-a-1'] 
Wire:162, Value:0, Discovered faults:['162_s-a-1'] 
Wire:169, Value:0, Discovered faults:['169_s-a-1'] 
Wire:176, Value:1, Discovered faults:['176_s-a-0'] 
Wire:183, Value:0, Discovered faults:['183_s-a-1'] 
Wire:190, Value:1, Discovered faults:['190_s-a-0'] 
Wire:197, Value:0, Discovered faults:['197_s-a-1'] 
Wire:204, Value:0, Discovered faults:['204_s-a-1'] 
Wire:211, Value:0, Discovered faults:['211_s-a-1'] 
Wire:218, Value:1, Discovered faults:['218_s-a-0'] 
Wire:225, Value:1, Discovered faults:['225_s-a-0'] 
Wire:226, Value:1, Discovered faults:['226_s-a-0'] 
Wire:227, Value:1, Discovered faults:['227_s-a-0'] 
Wire:228, Value:1, Discovered faults:['228_s-a-0'] 
Wire:229, Value:0, Discovered faults:['229_s-a-1'] 
Wire:230, Value:0, Discovered faults:['230_s-a-1'] 
Wire:231, Value:1, Discovered faults:['231_s-a-0'] 
Wire:232, Value:1, Discovered faults:['232_s-a-0'] 
Wire:233, Value:0, Discovered faults:['233_s-a-1'] 
Wire:272_1, Value:1, Discovered faults:['272_1_s-a-0', '272_s-a-0', '29_1_s-a-1', '29_s-a-1'] 
Wire:272_2, Value:1, Discovered faults:['272_2_s-a-0', '272_s-a-0', '29_1_s-a-1', '29_s-a-1'] 
Wire:275_1, Value:1, Discovered faults:['275_1_s-a-0', '275_s-a-0', '50_1_s-a-1', '50_s-a-1'] 
Wire:275_2, Value:1, Discovered faults:['275_2_s-a-0', '275_s-a-0', '50_1_s-a-1', '50_s-a-1'] 
Wire:278_1, Value:0, Discovered faults:['278_1_s-a-1', '278_s-a-1', '57_1_s-a-0', '57_s-a-0', '64_1_s-a-0', '64_s-a-0'] 
Wire:278_2, Value:0, Discovered faults:['278_2_s-a-1', '278_s-a-1', '57_1_s-a-0', '57_s-a-0', '64_1_s-a-0', '64_s-a-0'] 
Wire:281_1, Value:0, Discovered faults:['281_1_s-a-1', '281_s-a-1', '71_1_s-a-0', '71_s-a-0', '78_1_s-a-0', '78_s-a-0'] 
Wire:281_2, Value:0, Discovered faults:['281_2_s-a-1', '281_s-a-1', '71_1_s-a-0', '71_s-a-0', '78_1_s-a-0', '78_s-a-0'] 
Wire:284_1, Value:1, Discovered faults:['284_1_s-a-0', '284_s-a-0'] 
Wire:284_2, Value:1, Discovered faults:['284_2_s-a-0', '284_s-a-0'] 
Wire:287_1, Value:1, Discovered faults:['287_1_s-a-0', '287_s-a-0'] 
Wire:287_2, Value:1, Discovered faults:['287_2_s-a-0', '287_s-a-0'] 
Wire:290_1, Value:1, Discovered faults:['120_1_s-a-1', '120_s-a-1', '290_1_s-a-0', '290_s-a-0'] 
Wire:290_2, Value:1, Discovered faults:['120_1_s-a-1', '120_s-a-1', '290_2_s-a-0', '290_s-a-0'] 
Wire:293_1, Value:1, Discovered faults:['293_1_s-a-0', '293_s-a-0'] 
Wire:293_2, Value:1, Discovered faults:['293_2_s-a-0', '293_s-a-0'] 
Wire:296_1, Value:1, Discovered faults:['296_1_s-a-0', '296_s-a-0'] 
Wire:296_2, Value:1, Discovered faults:['296_2_s-a-0', '296_s-a-0'] 
Wire:299_1, Value:1, Discovered faults:['299_1_s-a-0', '299_s-a-0'] 
Wire:299_2, Value:1, Discovered faults:['299_2_s-a-0', '299_s-a-0'] 
Wire:302_1, Value:1, Discovered faults:['169_1_s-a-1', '169_s-a-1', '302_1_s-a-0', '302_s-a-0'] 
Wire:302_2, Value:1, Discovered faults:['169_1_s-a-1', '169_s-a-1', '302_2_s-a-0', '302_s-a-0'] 
Wire:305_1, Value:1, Discovered faults:['183_1_s-a-1', '183_s-a-1', '305_1_s-a-0', '305_s-a-0'] 
Wire:305_2, Value:1, Discovered faults:['183_1_s-a-1', '183_s-a-1', '305_2_s-a-0', '305_s-a-0'] 
Wire:308_1, Value:1, Discovered faults:['308_1_s-a-0', '308_s-a-0'] 
Wire:308_2, Value:1, Discovered faults:['308_2_s-a-0', '308_s-a-0'] 
Wire:311_1, Value:1, Discovered faults:['211_1_s-a-1', '211_s-a-1', '311_1_s-a-0', '311_s-a-0'] 
Wire:311_2, Value:1, Discovered faults:['211_1_s-a-1', '211_s-a-1', '311_2_s-a-0', '311_s-a-0'] 
Wire:314_1, Value:1, Discovered faults:['314_1_s-a-0', '314_s-a-0'] 
Wire:314_2, Value:1, Discovered faults:['314_2_s-a-0', '314_s-a-0'] 
Wire:317_1, Value:1, Discovered faults:['317_1_s-a-0', '317_s-a-0', '85_2_s-a-1', '85_s-a-1'] 
Wire:317_2, Value:1, Discovered faults:['317_2_s-a-0', '317_s-a-0', '85_2_s-a-1', '85_s-a-1'] 
Wire:320_1, Value:1, Discovered faults:['320_1_s-a-0', '320_s-a-0', '8_2_s-a-1', '8_s-a-1'] 
Wire:320_2, Value:1, Discovered faults:['320_2_s-a-0', '320_s-a-0', '8_2_s-a-1', '8_s-a-1'] 
Wire:323_1, Value:1, Discovered faults:['323_1_s-a-0', '323_s-a-0', '92_2_s-a-1', '92_s-a-1'] 
Wire:323_2, Value:1, Discovered faults:['323_2_s-a-0', '323_s-a-0', '92_2_s-a-1', '92_s-a-1'] 
Wire:326_1, Value:0, Discovered faults:['15_2_s-a-0', '15_s-a-0', '326_1_s-a-1', '326_s-a-1', '43_2_s-a-0', '43_s-a-0'] 
Wire:326_2, Value:0, Discovered faults:['15_2_s-a-0', '15_s-a-0', '326_2_s-a-1', '326_s-a-1', '43_2_s-a-0', '43_s-a-0'] 
Wire:329_1, Value:1, Discovered faults:['329_1_s-a-0', '329_s-a-0', '99_2_s-a-1', '99_s-a-1'] 
Wire:329_2, Value:1, Discovered faults:['329_2_s-a-0', '329_s-a-0', '99_2_s-a-1', '99_s-a-1'] 
Wire:332_1, Value:1, Discovered faults:['332_1_s-a-0', '332_s-a-0'] 
Wire:332_2, Value:1, Discovered faults:['332_2_s-a-0', '332_s-a-0'] 
Wire:335_1, Value:1, Discovered faults:['106_2_s-a-1', '106_s-a-1', '335_1_s-a-0', '335_s-a-0'] 
Wire:335_2, Value:1, Discovered faults:['106_2_s-a-1', '106_s-a-1', '335_2_s-a-0', '335_s-a-0'] 
Wire:338_1, Value:1, Discovered faults:['141_2_s-a-1', '141_s-a-1', '338_1_s-a-0', '338_s-a-0'] 
Wire:338_2, Value:1, Discovered faults:['141_2_s-a-1', '141_s-a-1', '338_2_s-a-0', '338_s-a-0'] 
Wire:341_1, Value:1, Discovered faults:['341_1_s-a-0', '341_s-a-0'] 
Wire:341_2, Value:1, Discovered faults:['341_2_s-a-0', '341_s-a-0'] 
Wire:344_1, Value:1, Discovered faults:['344_1_s-a-0', '344_s-a-0'] 
Wire:344_2, Value:1, Discovered faults:['344_2_s-a-0', '344_s-a-0'] 
Wire:347_1, Value:1, Discovered faults:['204_2_s-a-1', '204_s-a-1', '347_1_s-a-0', '347_s-a-0'] 
Wire:347_2, Value:1, Discovered faults:['204_2_s-a-1', '204_s-a-1', '347_2_s-a-0', '347_s-a-0'] 
Wire:350_1, Value:1, Discovered faults:['350_1_s-a-0', '350_s-a-0'] 
Wire:350_2, Value:1, Discovered faults:['350_2_s-a-0', '350_s-a-0'] 
Wire:353_1, Value:1, Discovered faults:['353_1_s-a-0', '353_s-a-0'] 
Wire:353_2, Value:1, Discovered faults:['353_2_s-a-0', '353_s-a-0'] 
Wire:356_1, Value:1, Discovered faults:['356_1_s-a-0', '356_s-a-0'] 
Wire:356_2, Value:1, Discovered faults:['356_2_s-a-0', '356_s-a-0'] 
Wire:359_1, Value:0, Discovered faults:['190_2_s-a-0', '190_s-a-0', '218_2_s-a-0', '218_s-a-0', '359_1_s-a-1', '359_s-a-1'] 
Wire:359_2, Value:0, Discovered faults:['190_2_s-a-0', '190_s-a-0', '218_2_s-a-0', '218_s-a-0', '359_2_s-a-1', '359_s-a-1'] 
Wire:362, Value:1, Discovered faults:['1_3_s-a-1', '1_s-a-1', '362_s-a-0'] 
Wire:363, Value:1, Discovered faults:['363_s-a-0', '8_3_s-a-1', '8_s-a-1'] 
Wire:364, Value:0, Discovered faults:['15_3_s-a-0', '15_s-a-0', '22_1_s-a-1', '22_s-a-1', '269_1_s-a-0', '269_s-a-0', '364_s-a-1'] 
Wire:365, Value:1, Discovered faults:['22_3_s-a-1', '22_s-a-1', '365_s-a-0'] 
Wire:366, Value:1, Discovered faults:['29_3_s-a-1', '29_s-a-1', '366_s-a-0'] 
Wire:367, Value:0, Discovered faults:['272_2_s-a-0', '272_s-a-0', '29_1_s-a-1', '29_s-a-1', '367_s-a-1', '36_3_s-a-0', '36_s-a-0'] 
Wire:368, Value:0, Discovered faults:['275_1_s-a-0', '275_s-a-0', '368_s-a-1', '43_3_s-a-0', '43_s-a-0', '50_1_s-a-1', '50_s-a-1'] 
Wire:369, Value:1, Discovered faults:['369_s-a-0', '50_3_s-a-1', '50_s-a-1'] 
Wire:370, Value:1, Discovered faults:['278_1_s-a-1', '278_s-a-1', '370_s-a-0', '57_1_s-a-0', '57_s-a-0', '64_1_s-a-0', '64_s-a-0'] 
Wire:371, Value:1, Discovered faults:['278_2_s-a-1', '278_s-a-1', '371_s-a-0', '57_1_s-a-0', '57_s-a-0', '64_1_s-a-0', '64_s-a-0'] 
Wire:372, Value:1, Discovered faults:['281_1_s-a-1', '281_s-a-1', '372_s-a-0', '71_1_s-a-0', '71_s-a-0', '78_1_s-a-0', '78_s-a-0'] 
Wire:373, Value:1, Discovered faults:['281_2_s-a-1', '281_s-a-1', '373_s-a-0', '71_1_s-a-0', '71_s-a-0', '78_1_s-a-0', '78_s-a-0'] 
Wire:374, Value:1, Discovered faults:['374_s-a-0', '85_3_s-a-1', '85_s-a-1'] 
Wire:375, Value:1, Discovered faults:['375_s-a-0', '92_3_s-a-1', '92_s-a-1'] 
Wire:376, Value:1, Discovered faults:['376_s-a-0', '99_3_s-a-1', '99_s-a-1'] 
Wire:377, Value:1, Discovered faults:['106_3_s-a-1', '106_s-a-1', '377_s-a-0'] 
Wire:378, Value:0, Discovered faults:['113_3_s-a-0', '113_s-a-0', '120_1_s-a-1', '120_s-a-1', '290_1_s-a-0', '290_s-a-0', '378_s-a-1'] 
Wire:379, Value:1, Discovered faults:['120_3_s-a-1', '120_s-a-1', '379_s-a-0'] 
Wire:380, Value:1, Discovered faults:['127_3_s-a-1', '127_s-a-1', '380_s-a-0'] 
Wire:381, Value:1, Discovered faults:['134_3_s-a-1', '134_s-a-1', '381_s-a-0'] 
Wire:382, Value:1, Discovered faults:['141_3_s-a-1', '141_s-a-1', '382_s-a-0'] 
Wire:383, Value:1, Discovered faults:['148_3_s-a-1', '148_s-a-1', '383_s-a-0'] 
Wire:384, Value:1, Discovered faults:['155_3_s-a-1', '155_s-a-1', '384_s-a-0'] 
Wire:385, Value:1, Discovered faults:['162_3_s-a-1', '162_s-a-1', '385_s-a-0'] 
Wire:386, Value:1, Discovered faults:['169_3_s-a-1', '169_s-a-1', '386_s-a-0'] 
Wire:387, Value:0, Discovered faults:['169_1_s-a-1', '169_s-a-1', '176_3_s-a-0', '176_s-a-0', '302_2_s-a-0', '302_s-a-0', '387_s-a-1'] 
Wire:388, Value:1, Discovered faults:['183_3_s-a-1', '183_s-a-1', '388_s-a-0'] 
Wire:389, Value:0, Discovered faults:['183_1_s-a-1', '183_s-a-1', '190_3_s-a-0', '190_s-a-0', '305_2_s-a-0', '305_s-a-0', '389_s-a-1'] 
Wire:390, Value:1, Discovered faults:['197_3_s-a-1', '197_s-a-1', '390_s-a-0'] 
Wire:391, Value:1, Discovered faults:['204_3_s-a-1', '204_s-a-1', '391_s-a-0'] 
Wire:392, Value:1, Discovered faults:['211_3_s-a-1', '211_s-a-1', '392_s-a-0'] 
Wire:393, Value:0, Discovered faults:['211_1_s-a-1', '211_s-a-1', '218_3_s-a-0', '218_s-a-0', '311_2_s-a-0', '311_s-a-0', '393_s-a-1'] 
Wire:394, Value:1, Discovered faults:['1_4_s-a-1', '1_s-a-1', '394_s-a-0'] 
Wire:395, Value:1, Discovered faults:['29_4_s-a-1', '29_s-a-1', '395_s-a-0'] 
Wire:396, Value:0, Discovered faults:['317_1_s-a-0', '317_s-a-0', '396_s-a-1', '57_4_s-a-0', '57_s-a-0', '85_2_s-a-1', '85_s-a-1'] 
Wire:397, Value:1, Discovered faults:['397_s-a-0', '85_4_s-a-1', '85_s-a-1'] 
Wire:398, Value:1, Discovered faults:['398_s-a-0', '8_4_s-a-1', '8_s-a-1'] 
Wire:399, Value:0, Discovered faults:['320_2_s-a-0', '320_s-a-0', '36_4_s-a-0', '36_s-a-0', '399_s-a-1', '8_2_s-a-1', '8_s-a-1'] 
Wire:400, Value:0, Discovered faults:['323_1_s-a-0', '323_s-a-0', '400_s-a-1', '64_4_s-a-0', '64_s-a-0', '92_2_s-a-1', '92_s-a-1'] 
Wire:401, Value:1, Discovered faults:['401_s-a-0', '92_4_s-a-1', '92_s-a-1'] 
Wire:402, Value:1, Discovered faults:['15_2_s-a-0', '15_s-a-0', '326_1_s-a-1', '326_s-a-1', '402_s-a-0', '43_2_s-a-0', '43_s-a-0'] 
Wire:403, Value:1, Discovered faults:['15_2_s-a-0', '15_s-a-0', '326_2_s-a-1', '326_s-a-1', '403_s-a-0', '43_2_s-a-0', '43_s-a-0'] 
Wire:404, Value:0, Discovered faults:['329_1_s-a-0', '329_s-a-0', '404_s-a-1', '71_4_s-a-0', '71_s-a-0', '99_2_s-a-1', '99_s-a-1'] 
Wire:405, Value:1, Discovered faults:['405_s-a-0', '99_4_s-a-1', '99_s-a-1'] 
Wire:406, Value:1, Discovered faults:['22_4_s-a-1', '22_s-a-1', '406_s-a-0'] 
Wire:407, Value:1, Discovered faults:['407_s-a-0', '50_4_s-a-1', '50_s-a-1'] 
Wire:408, Value:0, Discovered faults:['106_2_s-a-1', '106_s-a-1', '335_1_s-a-0', '335_s-a-0', '408_s-a-1', '78_4_s-a-0', '78_s-a-0'] 
Wire:409, Value:1, Discovered faults:['106_4_s-a-1', '106_s-a-1', '409_s-a-0'] 
Wire:410, Value:0, Discovered faults:['113_4_s-a-0', '113_s-a-0', '141_2_s-a-1', '141_s-a-1', '338_1_s-a-0', '338_s-a-0', '410_s-a-1'] 
Wire:411, Value:1, Discovered faults:['141_4_s-a-1', '141_s-a-1', '411_s-a-0'] 
Wire:412, Value:1, Discovered faults:['169_4_s-a-1', '169_s-a-1', '412_s-a-0'] 
Wire:413, Value:1, Discovered faults:['197_4_s-a-1', '197_s-a-1', '413_s-a-0'] 
Wire:414, Value:1, Discovered faults:['120_4_s-a-1', '120_s-a-1', '414_s-a-0'] 
Wire:415, Value:1, Discovered faults:['148_4_s-a-1', '148_s-a-1', '415_s-a-0'] 
Wire:416, Value:0, Discovered faults:['176_4_s-a-0', '176_s-a-0', '204_2_s-a-1', '204_s-a-1', '347_1_s-a-0', '347_s-a-0', '416_s-a-1'] 
Wire:417, Value:1, Discovered faults:['204_4_s-a-1', '204_s-a-1', '417_s-a-0'] 
Wire:418, Value:1, Discovered faults:['127_4_s-a-1', '127_s-a-1', '418_s-a-0'] 
Wire:419, Value:1, Discovered faults:['155_4_s-a-1', '155_s-a-1', '419_s-a-0'] 
Wire:420, Value:1, Discovered faults:['183_4_s-a-1', '183_s-a-1', '420_s-a-0'] 
Wire:421, Value:1, Discovered faults:['211_4_s-a-1', '211_s-a-1', '421_s-a-0'] 
Wire:422, Value:1, Discovered faults:['134_4_s-a-1', '134_s-a-1', '422_s-a-0'] 
Wire:423, Value:1, Discovered faults:['162_4_s-a-1', '162_s-a-1', '423_s-a-0'] 
Wire:424, Value:1, Discovered faults:['190_2_s-a-0', '190_s-a-0', '218_2_s-a-0', '218_s-a-0', '359_1_s-a-1', '359_s-a-1', '424_s-a-0'] 
Wire:425, Value:1, Discovered faults:['190_2_s-a-0', '190_s-a-0', '218_2_s-a-0', '218_s-a-0', '359_2_s-a-1', '359_s-a-1', '425_s-a-0'] 
Wire:426, Value:0, Discovered faults:['1_3_s-a-1', '1_s-a-1', '362_s-a-0', '363_s-a-0', '426_s-a-1', '8_3_s-a-1', '8_s-a-1'] 
Wire:429, Value:1, Discovered faults:['15_3_s-a-0', '15_s-a-0', '22_1_s-a-1', '22_s-a-1', '269_1_s-a-0', '269_s-a-0', '364_s-a-1', '429_s-a-0'] 
Wire:432, Value:1, Discovered faults:['272_2_s-a-0', '272_s-a-0', '29_1_s-a-1', '29_s-a-1', '367_s-a-1', '36_3_s-a-0', '36_s-a-0', '432_s-a-0'] 
Wire:435, Value:1, Discovered faults:['275_1_s-a-0', '275_s-a-0', '368_s-a-1', '435_s-a-0', '43_3_s-a-0', '43_s-a-0', '50_1_s-a-1', '50_s-a-1'] 
Wire:438, Value:0, Discovered faults:['278_1_s-a-1', '278_2_s-a-1', '278_s-a-1', '370_s-a-0', '371_s-a-0', '438_s-a-1', '57_1_s-a-0', '57_s-a-0', '64_1_s-a-0', '64_s-a-0'] 
Wire:441, Value:0, Discovered faults:['281_1_s-a-1', '281_2_s-a-1', '281_s-a-1', '372_s-a-0', '373_s-a-0', '441_s-a-1', '71_1_s-a-0', '71_s-a-0', '78_1_s-a-0', '78_s-a-0'] 
Wire:444, Value:0, Discovered faults:['374_s-a-0', '375_s-a-0', '444_s-a-1', '85_3_s-a-1', '85_s-a-1', '92_3_s-a-1', '92_s-a-1'] 
Wire:447, Value:0, Discovered faults:['106_3_s-a-1', '106_s-a-1', '376_s-a-0', '377_s-a-0', '447_s-a-1', '99_3_s-a-1', '99_s-a-1'] 
Wire:450, Value:1, Discovered faults:['113_3_s-a-0', '113_s-a-0', '120_1_s-a-1', '120_s-a-1', '290_1_s-a-0', '290_s-a-0', '378_s-a-1', '450_s-a-0'] 
Wire:453, Value:0, Discovered faults:['127_3_s-a-1', '127_s-a-1', '134_3_s-a-1', '134_s-a-1', '380_s-a-0', '381_s-a-0', '453_s-a-1'] 
Wire:456, Value:0, Discovered faults:['141_3_s-a-1', '141_s-a-1', '148_3_s-a-1', '148_s-a-1', '382_s-a-0', '383_s-a-0', '456_s-a-1'] 
Wire:459, Value:0, Discovered faults:['155_3_s-a-1', '155_s-a-1', '162_3_s-a-1', '162_s-a-1', '384_s-a-0', '385_s-a-0', '459_s-a-1'] 
Wire:462, Value:1, Discovered faults:['169_1_s-a-1', '169_s-a-1', '176_3_s-a-0', '176_s-a-0', '302_2_s-a-0', '302_s-a-0', '387_s-a-1', '462_s-a-0'] 
Wire:465, Value:1, Discovered faults:['183_1_s-a-1', '183_s-a-1', '190_3_s-a-0', '190_s-a-0', '305_2_s-a-0', '305_s-a-0', '389_s-a-1', '465_s-a-0'] 
Wire:468, Value:0, Discovered faults:['197_3_s-a-1', '197_s-a-1', '204_3_s-a-1', '204_s-a-1', '390_s-a-0', '391_s-a-0', '468_s-a-1'] 
Wire:471, Value:1, Discovered faults:['211_1_s-a-1', '211_s-a-1', '218_3_s-a-0', '218_s-a-0', '311_2_s-a-0', '311_s-a-0', '393_s-a-1', '471_s-a-0'] 
Wire:474, Value:0, Discovered faults:['1_4_s-a-1', '1_s-a-1', '29_4_s-a-1', '29_s-a-1', '394_s-a-0', '395_s-a-0', '474_s-a-1'] 
Wire:477, Value:1, Discovered faults:['317_1_s-a-0', '317_s-a-0', '396_s-a-1', '477_s-a-0', '57_4_s-a-0', '57_s-a-0', '85_2_s-a-1', '85_s-a-1'] 
Wire:480, Value:1, Discovered faults:['320_2_s-a-0', '320_s-a-0', '36_4_s-a-0', '36_s-a-0', '399_s-a-1', '480_s-a-0', '8_2_s-a-1', '8_s-a-1'] 
Wire:483, Value:1, Discovered faults:['323_1_s-a-0', '323_s-a-0', '400_s-a-1', '483_s-a-0', '64_4_s-a-0', '64_s-a-0', '92_2_s-a-1', '92_s-a-1'] 
Wire:486, Value:0, Discovered faults:['15_2_s-a-0', '15_s-a-0', '326_1_s-a-1', '326_2_s-a-1', '326_s-a-1', '402_s-a-0', '403_s-a-0', '43_2_s-a-0', '43_s-a-0', '486_s-a-1'] 
Wire:489, Value:1, Discovered faults:['329_1_s-a-0', '329_s-a-0', '404_s-a-1', '489_s-a-0', '71_4_s-a-0', '71_s-a-0', '99_2_s-a-1', '99_s-a-1'] 
Wire:492, Value:0, Discovered faults:['22_4_s-a-1', '22_s-a-1', '406_s-a-0', '407_s-a-0', '492_s-a-1', '50_4_s-a-1', '50_s-a-1'] 
Wire:495, Value:1, Discovered faults:['106_2_s-a-1', '106_s-a-1', '335_1_s-a-0', '335_s-a-0', '408_s-a-1', '495_s-a-0', '78_4_s-a-0', '78_s-a-0'] 
Wire:498, Value:1, Discovered faults:['113_4_s-a-0', '113_s-a-0', '141_2_s-a-1', '141_s-a-1', '338_1_s-a-0', '338_s-a-0', '410_s-a-1', '498_s-a-0'] 
Wire:501, Value:0, Discovered faults:['169_4_s-a-1', '169_s-a-1', '197_4_s-a-1', '197_s-a-1', '412_s-a-0', '413_s-a-0', '501_s-a-1'] 
Wire:504, Value:0, Discovered faults:['120_4_s-a-1', '120_s-a-1', '148_4_s-a-1', '148_s-a-1', '414_s-a-0', '415_s-a-0', '504_s-a-1'] 
Wire:507, Value:1, Discovered faults:['176_4_s-a-0', '176_s-a-0', '204_2_s-a-1', '204_s-a-1', '347_1_s-a-0', '347_s-a-0', '416_s-a-1', '507_s-a-0'] 
Wire:510, Value:0, Discovered faults:['127_4_s-a-1', '127_s-a-1', '155_4_s-a-1', '155_s-a-1', '418_s-a-0', '419_s-a-0', '510_s-a-1'] 
Wire:513, Value:0, Discovered faults:['183_4_s-a-1', '183_s-a-1', '211_4_s-a-1', '211_s-a-1', '420_s-a-0', '421_s-a-0', '513_s-a-1'] 
Wire:516, Value:0, Discovered faults:['134_4_s-a-1', '134_s-a-1', '162_4_s-a-1', '162_s-a-1', '422_s-a-0', '423_s-a-0', '516_s-a-1'] 
Wire:519, Value:0, Discovered faults:['190_2_s-a-0', '190_s-a-0', '218_2_s-a-0', '218_s-a-0', '359_1_s-a-1', '359_2_s-a-1', '359_s-a-1', '424_s-a-0', '425_s-a-0', '519_s-a-1'] 
Wire:426_1, Value:0, Discovered faults:['1_3_s-a-1', '1_s-a-1', '362_s-a-0', '363_s-a-0', '426_1_s-a-1', '426_s-a-1', '8_3_s-a-1', '8_s-a-1'] 
Wire:426_2, Value:0, Discovered faults:['1_3_s-a-1', '1_s-a-1', '362_s-a-0', '363_s-a-0', '426_2_s-a-1', '426_s-a-1', '8_3_s-a-1', '8_s-a-1'] 
Wire:429_1, Value:1, Discovered faults:['15_3_s-a-0', '15_s-a-0', '22_1_s-a-1', '22_s-a-1', '269_1_s-a-0', '269_s-a-0', '364_s-a-1', '429_1_s-a-0', '429_s-a-0'] 
Wire:429_2, Value:1, Discovered faults:['15_3_s-a-0', '15_s-a-0', '22_1_s-a-1', '22_s-a-1', '269_1_s-a-0', '269_s-a-0', '364_s-a-1', '429_2_s-a-0', '429_s-a-0'] 
Wire:432_1, Value:1, Discovered faults:['272_2_s-a-0', '272_s-a-0', '29_1_s-a-1', '29_s-a-1', '367_s-a-1', '36_3_s-a-0', '36_s-a-0', '432_1_s-a-0', '432_s-a-0'] 
Wire:432_2, Value:1, Discovered faults:['272_2_s-a-0', '272_s-a-0', '29_1_s-a-1', '29_s-a-1', '367_s-a-1', '36_3_s-a-0', '36_s-a-0', '432_2_s-a-0', '432_s-a-0'] 
Wire:435_1, Value:1, Discovered faults:['275_1_s-a-0', '275_s-a-0', '368_s-a-1', '435_1_s-a-0', '435_s-a-0', '43_3_s-a-0', '43_s-a-0', '50_1_s-a-1', '50_s-a-1'] 
Wire:435_2, Value:1, Discovered faults:['275_1_s-a-0', '275_s-a-0', '368_s-a-1', '435_2_s-a-0', '435_s-a-0', '43_3_s-a-0', '43_s-a-0', '50_1_s-a-1', '50_s-a-1'] 
Wire:438_1, Value:0, Discovered faults:['278_1_s-a-1', '278_2_s-a-1', '278_s-a-1', '370_s-a-0', '371_s-a-0', '438_1_s-a-1', '438_s-a-1', '57_1_s-a-0', '57_s-a-0', '64_1_s-a-0', '64_s-a-0'] 
Wire:438_2, Value:0, Discovered faults:['278_1_s-a-1', '278_2_s-a-1', '278_s-a-1', '370_s-a-0', '371_s-a-0', '438_2_s-a-1', '438_s-a-1', '57_1_s-a-0', '57_s-a-0', '64_1_s-a-0', '64_s-a-0'] 
Wire:441_1, Value:0, Discovered faults:['281_1_s-a-1', '281_2_s-a-1', '281_s-a-1', '372_s-a-0', '373_s-a-0', '441_1_s-a-1', '441_s-a-1', '71_1_s-a-0', '71_s-a-0', '78_1_s-a-0', '78_s-a-0'] 
Wire:441_2, Value:0, Discovered faults:['281_1_s-a-1', '281_2_s-a-1', '281_s-a-1', '372_s-a-0', '373_s-a-0', '441_2_s-a-1', '441_s-a-1', '71_1_s-a-0', '71_s-a-0', '78_1_s-a-0', '78_s-a-0'] 
Wire:444_1, Value:0, Discovered faults:['374_s-a-0', '375_s-a-0', '444_1_s-a-1', '444_s-a-1', '85_3_s-a-1', '85_s-a-1', '92_3_s-a-1', '92_s-a-1'] 
Wire:444_2, Value:0, Discovered faults:['374_s-a-0', '375_s-a-0', '444_2_s-a-1', '444_s-a-1', '85_3_s-a-1', '85_s-a-1', '92_3_s-a-1', '92_s-a-1'] 
Wire:447_1, Value:0, Discovered faults:['106_3_s-a-1', '106_s-a-1', '376_s-a-0', '377_s-a-0', '447_1_s-a-1', '447_s-a-1', '99_3_s-a-1', '99_s-a-1'] 
Wire:447_2, Value:0, Discovered faults:['106_3_s-a-1', '106_s-a-1', '376_s-a-0', '377_s-a-0', '447_2_s-a-1', '447_s-a-1', '99_3_s-a-1', '99_s-a-1'] 
Wire:450_1, Value:1, Discovered faults:['113_3_s-a-0', '113_s-a-0', '120_1_s-a-1', '120_s-a-1', '290_1_s-a-0', '290_s-a-0', '378_s-a-1', '450_1_s-a-0', '450_s-a-0'] 
Wire:450_2, Value:1, Discovered faults:['113_3_s-a-0', '113_s-a-0', '120_1_s-a-1', '120_s-a-1', '290_1_s-a-0', '290_s-a-0', '378_s-a-1', '450_2_s-a-0', '450_s-a-0'] 
Wire:453_1, Value:0, Discovered faults:['127_3_s-a-1', '127_s-a-1', '134_3_s-a-1', '134_s-a-1', '380_s-a-0', '381_s-a-0', '453_1_s-a-1', '453_s-a-1'] 
